
---------- Begin Simulation Statistics ----------
sim_seconds                                  3.803996                       # Number of seconds simulated
system.mem_ctrls.totGap                  3803996593000                       # Total gap between requests
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::6               1498769                       # Read request sizes (log2)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::6              1010766                       # Write request sizes (log2)
system.mem_ctrls.rdQLenPdf::0                 1491714                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::1                    5729                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::2                     268                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::3                     130                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::4                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::5                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::6                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::7                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::0                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::1                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::2                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::3                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::4                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::5                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::6                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::7                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::8                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::9                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::10                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::11                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::12                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::13                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::14                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::15                  17240                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::16                  19102                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::17                  58340                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::18                  58662                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::19                  58983                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::20                  58770                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::21                  59105                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::22                  59424                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::23                  60450                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::24                  60303                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::25                  61705                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::26                  62344                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::27                  60742                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::28                  60238                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::29                  60501                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::30                  60293                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::31                  60132                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::32                  60336                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::33                   1293                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::34                   1069                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::35                    919                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::36                    729                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::37                    529                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::38                    583                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::39                    512                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::40                    380                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::41                    419                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::42                    449                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::43                    437                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::44                    407                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::45                    417                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::46                    414                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::47                    431                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::48                    412                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::49                    378                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::50                    317                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::51                    324                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::52                    331                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::53                    291                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::54                    336                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::55                    265                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::56                    403                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::57                    260                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::58                    266                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::59                    389                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::60                    323                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::61                    243                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::62                    233                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::63                    337                       # What write queue length does an incoming req see
system.mem_ctrls.bytesPerActivate::samples       755583                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::mean    212.485289                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::gmean   131.152385                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::stdev   259.298818                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::0-127       377238     49.93%     49.93% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::128-255       197891     26.19%     76.12% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::256-383        56199      7.44%     83.56% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::384-511        28761      3.81%     87.36% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::512-639        20234      2.68%     90.04% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::640-767        15002      1.99%     92.02% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::768-895        11220      1.48%     93.51% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::896-1023        10126      1.34%     94.85% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::1024-1151        38912      5.15%    100.00% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::total       755583                       # Bytes accessed per row activation
system.mem_ctrls.rdPerTurnAround::samples        59261                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::mean      25.275358                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::stdev     13.049226                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::0-31          45981     77.59%     77.59% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::32-63         12351     20.84%     98.43% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::64-95           718      1.21%     99.64% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::96-127          150      0.25%     99.90% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::128-159           41      0.07%     99.97% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::160-191           11      0.02%     99.98% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::192-223            7      0.01%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::320-351            1      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::544-575            1      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::total         59261                       # Reads before turning the bus around for writes
system.mem_ctrls.wrPerTurnAround::samples        59261                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::mean      17.056057                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::gmean     16.807312                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::stdev      5.331824                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::16-19         58167     98.15%     98.15% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::20-23           248      0.42%     98.57% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::24-27            87      0.15%     98.72% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::28-31           170      0.29%     99.01% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::32-35           291      0.49%     99.50% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::36-39             8      0.01%     99.51% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::40-43            14      0.02%     99.53% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::44-47            10      0.02%     99.55% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::48-51             9      0.02%     99.57% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::52-55             5      0.01%     99.57% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::56-59             4      0.01%     99.58% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::60-63             8      0.01%     99.60% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::64-67           152      0.26%     99.85% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::68-71             4      0.01%     99.86% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::72-75             4      0.01%     99.87% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::76-79             5      0.01%     99.87% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::80-83             6      0.01%     99.88% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::84-87             1      0.00%     99.89% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::88-91             1      0.00%     99.89% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::92-95             2      0.00%     99.89% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::96-99             4      0.01%     99.90% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::100-103            3      0.01%     99.90% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::104-107            1      0.00%     99.90% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::108-111            7      0.01%     99.92% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::112-115            3      0.01%     99.92% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::120-123            1      0.00%     99.92% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::124-127            1      0.00%     99.92% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::128-131           10      0.02%     99.94% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::132-135            1      0.00%     99.94% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::136-139            6      0.01%     99.95% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::140-143            4      0.01%     99.96% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::144-147            3      0.01%     99.96% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::152-155            2      0.00%     99.97% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::156-159            1      0.00%     99.97% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::160-163            2      0.00%     99.97% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::168-171            1      0.00%     99.97% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::172-175            6      0.01%     99.98% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::176-179            2      0.00%     99.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::180-183            1      0.00%     99.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::184-187            1      0.00%     99.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::188-191            1      0.00%     99.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::192-195            2      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::196-199            1      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::200-203            1      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::total         59261                       # Writes before turning the bus around for reads
system.mem_ctrls.totQLat                  80647591750                       # Total ticks spent queuing
system.mem_ctrls.totMemAccLat            108732110500                       # Total ticks spent from burst creation until serviced by the DRAM
system.mem_ctrls.totBusLat                 7489205000                       # Total ticks spent in databus transfers
system.mem_ctrls.avgQLat                     53842.56                       # Average queueing delay per DRAM burst
system.mem_ctrls.avgBusLat                    5000.00                       # Average bus latency per DRAM burst
system.mem_ctrls.avgMemAccLat                72592.56                       # Average memory access latency per DRAM burst
system.mem_ctrls.avgRdBW                        25.20                       # Average DRAM read bandwidth in MiByte/s
system.mem_ctrls.avgWrBW                        17.01                       # Average achieved write bandwidth in MiByte/s
system.mem_ctrls.avgRdBWSys                     25.22                       # Average system read bandwidth in MiByte/s
system.mem_ctrls.avgWrBWSys                     17.01                       # Average system write bandwidth in MiByte/s
system.mem_ctrls.peakBW                      12800.00                       # Theoretical peak bandwidth in MiByte/s
system.mem_ctrls.busUtil                         0.33                       # Data bus utilization in percentage
system.mem_ctrls.busUtilRead                     0.20                       # Data bus utilization in percentage for reads
system.mem_ctrls.busUtilWrite                    0.13                       # Data bus utilization in percentage for writes
system.mem_ctrls.avgRdQLen                       1.00                       # Average read queue length when enqueuing
system.mem_ctrls.avgWrQLen                      24.75                       # Average write queue length when enqueuing
system.mem_ctrls.readRowHits                  1126983                       # Number of row buffer hits during reads
system.mem_ctrls.writeRowHits                  626033                       # Number of row buffer hits during writes
system.mem_ctrls.readRowHitRate                 75.24                       # Row buffer hit rate for reads
system.mem_ctrls.writeRowHitRate                61.94                       # Row buffer hit rate for writes
system.mem_ctrls.avgGap                    1515817.31                       # Average gap between requests
system.mem_ctrls.pageHitRate                    69.88                       # Row buffer hit rate, read and write combined
system.mem_ctrls_0.actEnergy               3282136620                       # Energy for activate commands per rank (pJ)
system.mem_ctrls_0.preEnergy               1744493190                       # Energy for precharge commands per rank (pJ)
system.mem_ctrls_0.readEnergy              7293410040                       # Energy for read commands per rank (pJ)
system.mem_ctrls_0.writeEnergy             4021973460                       # Energy for write commands per rank (pJ)
system.mem_ctrls_0.refreshEnergy         147098103360.000031                       # Energy for refresh commands per rank (pJ)
system.mem_ctrls_0.actBackEnergy          68510134260                       # Energy for active background per rank (pJ)
system.mem_ctrls_0.preBackEnergy           8998164000                       # Energy for precharge background per rank (pJ)
system.mem_ctrls_0.actPowerDownEnergy    301740503280                       # Energy for active power-down per rank (pJ)
system.mem_ctrls_0.prePowerDownEnergy    223071273600                       # Energy for precharge power-down per rank (pJ)
system.mem_ctrls_0.selfRefreshEnergy     1864617763890                       # Energy for self refresh per rank (pJ)
system.mem_ctrls_0.totalEnergy           2630423369160                       # Total energy per rank (pJ)
system.mem_ctrls_0.averagePower            290.860714                       # Core power per rank (mW)
system.mem_ctrls_0.totalIdleTime         3653260516750                       # Total Idle time Per DRAM Rank
system.mem_ctrls_0.memoryStateTime::IDLE  16504120750                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::REF   58486378000                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::SREF 2490508350750                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::PRE_PDN 549660594500                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::ACT   75908724500                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::ACT_PDN 613092435500                       # Time in different power states
system.mem_ctrls_1.actEnergy               3167039820                       # Energy for activate commands per rank (pJ)
system.mem_ctrls_1.preEnergy               1683317790                       # Energy for precharge commands per rank (pJ)
system.mem_ctrls_1.readEnergy              7179369960                       # Energy for read commands per rank (pJ)
system.mem_ctrls_1.writeEnergy             3972555720                       # Energy for write commands per rank (pJ)
system.mem_ctrls_1.refreshEnergy         139841048880.000031                       # Energy for refresh commands per rank (pJ)
system.mem_ctrls_1.actBackEnergy          65756622150                       # Energy for active background per rank (pJ)
system.mem_ctrls_1.preBackEnergy           8673853440                       # Energy for precharge background per rank (pJ)
system.mem_ctrls_1.actPowerDownEnergy    285450939540                       # Energy for active power-down per rank (pJ)
system.mem_ctrls_1.prePowerDownEnergy    211380453600                       # Energy for precharge power-down per rank (pJ)
system.mem_ctrls_1.selfRefreshEnergy     1880711271030                       # Energy for self refresh per rank (pJ)
system.mem_ctrls_1.totalEnergy           2607861958140                       # Total energy per rank (pJ)
system.mem_ctrls_1.averagePower            288.365972                       # Core power per rank (mW)
system.mem_ctrls_1.totalIdleTime         3659647263750                       # Total Idle time Per DRAM Rank
system.mem_ctrls_1.memoryStateTime::IDLE  15907794250                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::REF   55424914000                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::SREF 2562825567250                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::PRE_PDN 520110283000                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::ACT   73016556000                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::ACT_PDN 576711470250                       # Time in different power states
